Churchill	RegularK	BAC_PLT	9	49	1	Edge		2	3339	236.936	2940	231.764		9	21371	1031	18289	1421.112	1960	15	15	Middle		2	1339	143.196	1121	143.095		5	9870	668.139	5966	774.935	820	31	7	Middle		2	1767	189.48	1567	178.652		5	10870	800.304	6768	913.055	1014	224	8	Edge		2	2878	490.27	2511	650.617		7	13934	930.829	10136	933.648	321	166	22	Edge		2	3352	613.517	2989	641.024		9	19645	926.762	16071	816.853	1533	136	16	Edge		2	1423	397.759	1255	545.666		6	12376	795.671	9629	914.319	482	156	12	Edge		2	1997	630.87	1790	768.037		5	13238	733.228	9832	820.192	1243	178	10	Middle		2	1566	462.247	1396	528.461		6	8501	657.404	5905	924.695	569	237	21	Edge		2	1578	368.274	1402	544.564		7	20041	815.766	16059	982.686	1577	40	16	Edge		2	1690	587.397	1496	565.156		11	24190	1142.904	19774	1246.634	2932
Churchill	RegularK	PLT	11	51	3	Edge		2	1481	156.995	1222	143.095		3	2781	310.292	1221	263.464	90.2	222	6	Middle		1	1065	122.811	810	109.983		5	5610	438.578	4618	459.003	327	119	23	Edge													123	44	20	Edge		2	1624	575.259	1423	574.95		5	15809	811.518	13638	868.002	707	128	8	Edge		2	1079	491.721	803	612.647		4	11073	677.783	8814	719.345	483	199	7	Middle		2	1603	501.249	1335	476.019		6	18401	879.685	14512	918.939	510	157	13	Edge		2	1885	447.735	1622	600.364		7	20702	934.229	18419	1027.856	496	96	24	Edge		2	1819	462.247	1598	518.748		8	16998	631.147	15073	740.764	908	234	18	Middle		2	2500	462.474	2209	459.824		7	13705	847.854	9091	875.641	195	77	5	Edge		2	2295	685.847	1974	606.509		10	13996	785.16	10994	838.774	233
Churchill	RegularK	BAC	18	53	5	Edge													737	35	11	Middle													158	86	14	Middle													241	221	5	Edge													141	220	4	Edge													114	75	3	Edge													364	215	23	Edge													353	185	17	Edge													251	178	10	Middle													327	48	24	Edge													1124
Churchill	SaltK	BAC_PLT	1	55	7	Middle		2	1599	177.48	1203	175.38		2	1588	172.995	1077	162.995	1274	216	24	Edge		2	1083	128.953	877	115.882		2	1394	154.024	1067	136.125	504	129	9	Edge		2	1207	143.296	958	129.397		4	3763	292.635	3002	325.948	891	89	17	Edge		2	1431	471.993	1168	593.798		4	4721	669.458	3877	717.4	352	14	14	Middle		2	1257	791.794	926	876.732		4	4422	726.308	3295	783.51	299	178	10	Middle		2	1885	490.758	1533	575.547		4	5860	637.795	4961	719.747	568	103	7	Middle		2	1585	553.316	1397	527.317		4	5464	606.333	4906	639.616	722	171	3	Edge		2	1437	386.473	1211	472.937		4	4688	513.86	3991	629.382	540	78	6	Middle		2	2232	509.491	2026	487.95		6	7239	704.775	5848	679.095	667	11	11	Middle		2	1364	517.223	1100	553.343		5	6900	646.947	5953	772.106	2816
Churchill	RegularK	PLT	5	57	9	Edge		2	2259	183.238	1964	173.238		6	8370	521.429	6240	627.351	50.6	73	1	Edge		2	4329	265.764	3918	256.593		8	19656	1120.413	15129	1392.974	1050	154	10	Middle		2	1502	153.095	1271	143.439		5	12619	788.649	9951	752.245	1279	123	3	Edge		2	1975	650.344	1734	681.86		7	14559	849.906	11936	947.102	229	225	9	Edge		2	1525	584.488	1329	546.637		5	12812	842.215	10704	850.983	466	35	11	Middle		2	1659	424.975	1451	560.197		10	21435	1019.803	8361	1064.876	1056	111	15	Middle		3	1841	570.274	1536	700.411		7	20499	917.447	17044	913.059	299	240	24	Edge		2	1841	320.72	1618	565.644		7	19316	952.688	15780	994.431	3517	206	14	Middle		1	1586	394.228	1377	538.483		8	18199	968.09	11929	1058.375	1078	204	12	Edge		2	1835	850.518	1578	622.005		7	17459	845.161	14344	913.313	237
Churchill	SaltK	BAC	2	58	10	Middle													637	70	22	Edge													476	109	13	Edge													275	76	4	Edge													219	19	19	Middle													158	201	9	Edge													209	45	21	Edge													353	169	1	Edge													625	16	16	Edge													452	66	18	Middle													1363
Churchill	SaltK	PLT	12	59	11	Middle		2	2743	206.208	2079	204.45		4	3216	245.764	2305	241.563	975	201	9	Edge		2	1110	128.125	856	113.64		4	3050	271.179	2228	309.12	886	187	19	Middle		1	1502	147.782	1299	139.539		3	3259	271.321	2712	276.434	968	9	9	Edge		2	2477	500.625	2119	678.715		6	9165	754.1	8003	720.754	1112	92	20	Edge		2	1735	519.434	1498	622.035		4	4921	747.3	4008	557.867	337	17	17	Edge		2	1550	479.564	1267	644.539		3	3071	922.99	2011	721.184	410	118	22	Edge		2	2065	590.827	1705	553.514		4	5028	498.218	4373	530.294	1030	223	7	Middle		2	1950	528.461	1670	471.993		4	2726	656.812	2181	526.526	374	51	3	Edge		2	1466	579.349	1258	517.54		3	3374	584.517	2624	575.451	547	185	17	Edge		2	1486	446.996	1196	582.431		4	4448	595.979	3661	839.494	3190
Churchill	RegularK	BAC	3	60	12	Edge													184	233	17	Edge													1608	134	14	Middle													157	155	11	Middle													129	194	2	Edge													133	7	7	Middle													272	142	22	Edge													200	203	11	Middle													437	208	16	Edge													201	83	11	Middle													1362
Churchill	SaltK	PLT	8	61	13	Edge		2	1829	169.095	1574	162.51		4	3036	257.907	2472	244.735	89.1	170	2	Edge		2	1116	136.368	831	135.196		2	1377	157.338	1076	169.723	348	73	1	Edge		2	1851	179.095	1652	171.924		5	4703	388.13	4008	338.09	1173	19	19	Middle		2	1677	650.617	1431	605.544		3	4270	764.833	3102	945.686	340	210	18	Middle		3	1811	632.34	1591	697.943		4	4023	758.869	2956	627.806	111	93	21	Edge		1	1683	520.129	1435	528.181		2	2643	405.702	1491	545.154	303	158	14	Middle		2	1235	545.617	1025	547.817		3	2176	665.44	1747	599.127	235	129	9	Edge		2	1533	471.993	1205	546.8		4	5849	627.84	5173	611.695	471	105	9	Edge		2	1662	454.364	1476	455.695		5	6508	662.349	5602	711.503	1162	143	23	Edge		2	1656	607.587	1440	665.833		5	5556	603.377	4895	506.354	4632
Churchill	SaltK	BAC	13	63	15	Middle													596	167	23	Edge													585	113	17	Edge													431	115	19	Middle													268	123	3	Edge													1163	100	4	Edge													568	170	2	Edge													1396	181	13	Edge													361	86	14	Middle													265	117	21	Edge													8956
